20000,33270
20001,13866
20002,10570
20003,6918
20004,10162
20005,16218
20006,9452
20007,15834
20008,9794
20009,9516
20010,9828
20011,8940
20012,10080
20013,9592
20014,10340
20015,9762
20016,10120
20017,9444
20018,6498
20019,6892
20020,6604
20021,6476
20022,6368
20023,8440
20024,9656
20025,10432
20026,9696
20027,9908
20028,9624
20029,9604
20030,9628
20031,9844
20032,9636
20033,9960
20034,9792
20035,9582
20036,9964
20037,9594
20038,9614
20039,9546
20040,9792
20041,10204
20042,10024
20043,9874
20044,9578
20045,9880
20046,9654
20047,9166
20048,9752
20049,10188
20050,9868
20051,10152
20052,9296
20053,8496
20054,6858
20055,7034
20056,8232
20057,9612
20058,9658
20059,9700
20060,9396
20061,9742
20062,11112
20063,9566
20064,9988
20065,9118
20066,9928
20067,9690
20068,10282
20069,9674
20070,11294
20071,9728
20072,9726
20073,6850
20074,6798
20075,8384
20076,9638
20077,10360
20078,9834
20079,9956
20080,9878
20081,9356
20082,6812
20083,7472
20084,7860
20085,9944
20086,10238
20087,9772
20088,10308
20089,9832
20090,10920
20091,9792
20092,10492
20093,9038
20094,7180
20095,7492
20096,9612
20097,9908
20098,9716
20099,10072
20100,7114
20101,6660
20102,7030
20103,6814
20104,6670
20105,6668
20106,9288
20107,9912
20108,10372
20109,10030
20110,9600
20111,9734
20112,9686
20113,9806
20114,9594
20115,9794
20116,9666
20117,9942
20118,9676
20119,9774
20120,7738
20121,7818
20122,9876
20123,10300
20124,9580
20125,9750
20126,13240
20127,9580
20128,9700
20129,7232
20130,9774
20131,10270
20132,9854
20133,10098
20134,9736
20135,9688
20136,8276
20137,6426
20138,6852
20139,9328
20140,6178
20141,6478
20142,9724
20143,9670
20144,10086
20145,9636
20146,9694
20147,9954
20148,9846
20149,7548
20150,6356
20151,7104
20152,9940
20153,9658
20154,9700
20155,9632
20156,10578
20157,7612
20158,6534
20159,6406
20160,7034
20161,8266
20162,9726
20163,9746
20164,9694
20165,10238
20166,9730
20167,11260
20168,9784
20169,9916
20170,9774
20171,9720
20172,9650
20173,9898
20174,10954
20175,9796
20176,10190
20177,9522
20178,9910
20179,9740
20180,9680
20181,8720
20182,6420
20183,7382
20184,9792
20185,9658
20186,9918
20187,9734
20188,9902
20189,9712
20190,9768
20191,6886
20192,7946
20193,10156
20194,9656
20195,10434
20196,9732
20197,9838
20198,10152
20199,9700
20200,10312
20201,9724
20202,10126
20203,9624
20204,9680
20205,10572
20206,9834
20207,9222
20208,9648
20209,10100
20210,9540
20211,9612
20212,9746
20213,9854
20214,9754
20215,9954
20216,9962
20217,9646
20218,9816
20219,9280
20220,9890
20221,9936
20222,10318
20223,10122
20224,9936
20225,10488
20226,9904
20227,9820
20228,8722
20229,9050
20230,10018
20231,9952
20232,9996
20233,9718
20234,9862
20235,9792
20236,9902
20237,10574
20238,9750
20239,9676
20240,9240
20241,10072
20242,9852
20243,9820
20244,9794
20245,9986
20246,10128
20247,10476
20248,9932
20249,10198
20250,9918
20251,9834
20252,9854
20253,9776
20254,9724
20255,9822
20256,8666
20257,10046
20258,10504
20259,9800
20260,8616
20261,9722
20262,10942
20263,9928
20264,9788
20265,6900
20266,9848
20267,9510
20268,9766
20269,9798
20270,9794
20271,10346
20272,9812
20273,8968
20274,10796
20275,9800
20276,9832
20277,9834
20278,9244
20279,7132
20280,6814
20281,7466
20282,12466
20283,10278
20284,9992
20285,9842
20286,10030
20287,9864
20288,9502
20289,9844
20290,10642
20291,9870
20292,14146
20293,9888
20294,14918
20295,14662
20296,11502
20297,13794
20298,11206
20299,7494
20300,9910
20301,9790
20302,9440
20303,8896
20304,11984
20305,9610
20306,14950
20307,12434
20308,11390
20309,7742
20310,11420
20311,8572
20312,7074
20313,12558
20314,14508
20315,12038
20316,9350
20317,7802
20318,13246
20319,12544
20320,11176
20321,11340
20322,11232
20323,13828
20324,15562
20325,14862
20326,12532
20327,13460
20328,14890
20329,8524
20330,12338
20331,11688
20332,8720
20333,9928
20334,10372
20335,10684
20336,10438
20337,8598
20338,7058
20339,6812
20340,6934
20341,9010
20342,15908
20343,15754
20344,15870
20345,15922
20346,10536
20347,9274
20348,10114
20349,10006
20350,9612
20351,9898
20352,9894
20353,9788
20354,9804
20355,8598
20356,9636
20357,10404
20358,9742
20359,9812
20360,8142
20361,6688
20362,7422
20363,9890
20364,9864
20365,9794
20366,9888
20367,9826
20368,9836
20369,9924
20370,10668
20371,9954
20372,10610
20373,7794
20374,8142
20375,7370
20376,6950
20377,9042
20378,9954
20379,10396
20380,11232
20381,10804
20382,10226
20383,10866
20384,10188
20385,9840
20386,9984
20387,12024
20388,10508
20389,15836
20390,12968
20391,8796
20392,6626
20393,6438
20394,10006
20395,9956
20396,9826
20397,9902
20398,10964
20399,10104
20400,9956
20401,7336
20402,7010
20403,10052
20404,10330
20405,10010
20406,9758
20407,9976
20408,10370
20409,9884
20410,9846
20411,9984
20412,10450
20413,9898
20414,10130
20415,10172
20416,10002
20417,9972
20418,9780
20419,11204
20420,9976
20421,10228
20422,10272
20423,10158
20424,10390
20425,9820
20426,10108
20427,9886
20428,13134
20429,13634
20430,9796
20431,7834
20432,8336
20433,10580
20434,9892
20435,10034
20436,9816
20437,11042
20438,7014
20439,6910
20440,6872
20441,7062
20442,9704
20443,9880
20444,10144
20445,10010
20446,9910
20447,9952
20448,10146
20449,9938
20450,9688
20451,9976
20452,10380
20453,10198
20454,10032
20455,10550
20456,9854
20457,10388
20458,10052
20459,9356
20460,10116
20461,10246
20462,10606
20463,10984
20464,10854
20465,9488
20466,6526
20467,7086
20468,7280
20469,10028
20470,9982
20471,10026
20472,10166
20473,13542
20474,13186
20475,6944
20476,6970
20477,7286
20478,9918
20479,10612
20480,10226
20481,9938
20482,9422
20483,6688
20484,6584
20485,6594
20486,6582
20487,6602
20488,8318
20489,9880
20490,10152
20491,10010
20492,10660
20493,9872
20494,9842
20495,8862
20496,6864
20497,8434
20498,10288
20499,10046
20500,10236
20501,10016
20502,10132
20503,10058
20504,9832
20505,9960
20506,9992
20507,9136
20508,9940
20509,10652
20510,7060
20511,10370
20512,10930
20513,10226
20514,10162
20515,10154
20516,9960
20517,10494
20518,10070
20519,10086
20520,10058
20521,9930
20522,9734
20523,10150
20524,9870
20525,10004
20526,10118
20527,10010
20528,11754
20529,10048
20530,10396
20531,9998
20532,10302
20533,9964
20534,9878
20535,10046
20536,9992
20537,11280
20538,10038
20539,10638
20540,7558
20541,10038
20542,10022
20543,10878
20544,10574
20545,10556
20546,9460
20547,9124
20548,9894
20549,10350
20550,10162
20551,10504
20552,10128
20553,8132
20554,10264
20555,9582
20556,10002
20557,10512
20558,10038
20559,10022
20560,9334
20561,10068
20562,10248
20563,10048
20564,10194
20565,10042
20566,9930
20567,10542
20568,10056
20569,10036
20570,10058
20571,10260
20572,10074
20573,10108
20574,9496
20575,9968
20576,9790
20577,9982
20578,10172
20579,10218
20580,9972
20581,9932
20582,10072
20583,10750
20584,9972
20585,10666
20586,10100
20587,10670
20588,9990
20589,10314
20590,10104
20591,10062
20592,10150
20593,10034
20594,10752
20595,9994
20596,10168
20597,10882
20598,10020
20599,10246
20600,10136
20601,10184
20602,10106
20603,10136
20604,9994
20605,10126
20606,9060
20607,9956
20608,11044
20609,10092
20610,11112
20611,10004
20612,10270
20613,11038
20614,10226
20615,7164
20616,6762
20617,6568
20618,7294
20619,10106
20620,10170
20621,10240
20622,9944
20623,10814
20624,10102
20625,10212
20626,9934
20627,10236
20628,10014
20629,10064
20630,10042
20631,10036
20632,10186
20633,10002
20634,10256
20635,10108
20636,10298
20637,10362
20638,10044
20639,10200
20640,10212
20641,10352
20642,10156
20643,10258
20644,9876
20645,10100
20646,10168
20647,10096
20648,10364
20649,10892
20650,10218
20651,10612
20652,10704
20653,9834
20654,6540
20655,7510
20656,9140
20657,10124
20658,10134
20659,10166
20660,11784
20661,10038
20662,10312
20663,10144
20664,11028
20665,10192
20666,10254
20667,10058
20668,10270
20669,10308
20670,10364
